ASA [m^2/cm^3],CellV [A^3],Df,Di,Dif,NASA [m^2/cm^3],POAV [cm^3/g],POAVF,PONAV [cm^3/g],PONAVF,density [g/cm^3],MOFname,total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric,mc_CRY-chi-0-all,mc_CRY-chi-1-all,pure_uptake_CO2_298.00_1600000
1097.98,1311.46,3.97323,4.99576,4.53162,0,0.227637,0.39008,0,0,1.71361,PIZPIX_clean_h,1097.98,640.740892,0.39008,0.227637,1.5376,25.5936,
1059.53,1289.53,3.97477,4.95479,4.74982,0,0.216005,0.38502,0,0,1.78246,PIZPOD_clean_h,1059.53,594.4200711,0.38502,0.216005,1.6129,26.2128,
960.498,3140.64,4.64481,5.69309,5.67801,0,0.277906,0.32886,0,0,1.18335,PIZRAT_clean,960.498,811.6770186,0.32886,0.277906,3.61,31.16,
967.569,3143.39,4.51588,5.7096,5.7096,0,0.280837,0.33144,0,0,1.18019,PIZSAU_clean,967.569,819.8417204,0.33144,0.280837,3.61,31.16,
0,2289.78,3.48613,5.23607,5.20368,640.971,0,0,0.164727,0.21442,1.30167,POCRAB_clean,640.971,492.4220425,0.21442,0.164727,2.7225,21.384,
2150.28,30493.2,8.56409,18.51896,13.24228,0,1.5778,0.7722,0,0,0.489414,PODKOK_clean,2150.28,4393.580895,0.7722,1.5778,3.61,26.144,
2023.18,36957.6,8.92625,22.31857,14.23688,0,1.87263,0.7973,0,0,0.425765,PODKUQ_clean,2023.18,4751.870163,0.7973,1.87263,3.61,26.144,
496.62,2423.3,4.01094,5.34783,5.33241,0,0.137922,0.17666,0,0,1.28087,PODXEN_clean,496.62,387.720846,0.17666,0.137922,2.7225,18.876,
622.972,9432.45,3.74676,5.1465,5.14199,206.283,0.269754,0.25188,0.105468,0.09848,0.93374,POFGUO_clean,829.255,888.1005419,0.35036,0.375222,0.9604,13.4848,
2364.16,2048.43,5.64457,6.99195,6.99195,0,0.662753,0.68964,0,0,1.04057,POFSIN01_clean,2364.16,2271.985546,0.68964,0.662753,2.8561,17.238,
2357.24,2046.74,5.64932,6.98557,6.97231,0,0.661975,0.6894,0,0,1.04143,POFSIN02_clean,2357.24,2263.464659,0.6894,0.661975,2.8561,17.238,
2354.02,2035.88,5.62462,6.97392,6.97392,0,0.657545,0.68844,0,0,1.04699,POFSIN04_clean,2354.02,2248.369134,0.68844,0.657545,2.8561,17.238,
2364.16,2043.98,5.64795,6.96628,6.96628,0,0.660892,0.6892,0,0,1.04283,POFSIN_clean,2364.16,2267.061745,0.6892,0.660892,2.8561,17.238,
0,1463.38,2.88489,4.01562,3.90861,75.3489,0,0,0.0601458,0.10814,1.79796,POHLOP_clean,75.3489,41.90799573,0.10814,0.0601458,1.44,31.956,
0,1446.97,2.87416,3.97953,3.95488,56.6097,0,0,0.0535911,0.09916,1.85031,POHLUV_clean,56.6097,30.59471116,0.09916,0.0535911,1.21,26.488,
1889.14,13721.4,10.39364,15.94965,15.89921,0,1.66822,0.76886,0,0,0.460887,POHWIU_clean,1889.14,4098.922295,0.76886,1.66822,3.5344,27.85408,
371.564,1745.16,3.80348,5.16886,5.16886,0,0.0786167,0.16068,0,0,2.04384,POKSAL_clean,371.564,181.7970096,0.16068,0.0786167,2.01,22.75733333,
390.85,1758.35,3.88718,5.25513,5.24992,0,0.0795765,0.162,0,0,2.03578,POKTIU_clean,390.85,191.9902936,0.162,0.0795765,2.2786,25.00586667,
0,1763.31,3.07895,4.00604,4.00604,24.5158,0,0,0.0168423,0.03584,2.12797,POKTUG_clean,24.5158,11.52074512,0.03584,0.0168423,2.211933333,30.1184,
372.474,1751.85,3.84535,5.22916,5.22916,0,0.0810661,0.1602,0,0,1.97617,POKVAO_clean,372.474,188.4827722,0.1602,0.0810661,2.163333333,24.08,
0,1755.76,2.78493,4.98572,4.62911,211.608,0,0,0.0585431,0.12164,2.07779,POKVIW_clean,211.608,101.8428234,0.12164,0.0585431,2.2284,29.27146667,
0,1771.88,2.87904,4.95633,4.95047,220.285,0,0,0.0629975,0.12858,2.04103,POKVOC_clean,220.285,107.9283499,0.12858,0.0629975,2.1956,28.93173333,
1622.24,2639.57,3.88458,6.11094,6.10684,0,0.429223,0.50674,0,0,1.1806,BETDIP_clean,1622.24,1374.080976,0.50674,0.429223,1.21,29.293,
1429.03,2626.1,3.7841,6.03659,6.03659,0,0.415125,0.4853,0,0,1.16905,BETDUB_clean,1429.03,1222.385698,0.4853,0.415125,1.44,31.956,
1969.83,2753.51,4.31969,6.19267,6.19,0,0.47541,0.52822,0,0,1.11108,BETFAJ_clean,1969.83,1772.896641,0.52822,0.47541,1.3689,31.1571,
1923.26,2778.19,4.32109,6.20622,6.20622,0,0.493799,0.53262,0,0,1.07862,BETFEN_clean,1923.26,1783.074669,0.53262,0.493799,1.2769,30.0919,
0,5113.99,3.67825,5.13144,5.13144,583.31,0,0,0.181341,0.24704,1.3623,BETFOX_clean,583.31,428.1802833,0.24704,0.181341,1.2544,37.5312,
1981.97,2814.19,4.2626,6.14614,6.11668,0,0.49581,0.52702,0,0,1.06295,BETFUD_clean,1981.97,1864.593819,0.52702,0.49581,1.2544,29.8256,
1986.69,2810.39,4.21478,6.1095,5.89063,0,0.490463,0.52064,0,0,1.06153,BETGAK_clean,1986.69,1871.534483,0.52064,0.490463,1.21,29.293,
1262.14,6642.13,9.65919,15.53135,15.53135,408.022,0.711056,0.52278,0.201002,0.14778,0.735216,BETGUE_clean,1670.162,2271.661661,0.67056,0.912058,3.5344,22.8608,
1133.3,7182.91,5.38602,15.93969,15.93969,424.336,0.286326,0.44388,0.100177,0.1553,1.55026,BETHEP_clean,1557.636,1004.757912,0.59918,0.386503,2.8561,15.4804,
1347.28,6194.59,4.72091,7.75357,7.64098,0,0.363696,0.38818,0,0,1.06732,BETZOR_clean,1347.28,1262.30184,0.38818,0.363696,2.4025,24.88266667,
1370.57,3416.88,4.71475,6.48201,6.48201,0,0.380669,0.42154,0,0,1.10737,BEWVEG_clean,1370.57,1237.680269,0.42154,0.380669,2.54374,32.65216,
2350.39,3434.1,8.28637,10.23635,9.99929,0,1.01575,0.72886,0,0,0.717556,BEWVOQ_clean,2350.39,3275.549225,0.72886,1.01575,2.57905,33.1272,
2313.2,6902.77,7.89385,9.01955,9.01955,0,1.01933,0.72776,0,0,0.713962,BEWWEH_clean,2313.2,3239.948345,0.72776,1.01933,2.57905,33.1272,
3144.83,2187.42,5.82599,6.17717,6.17717,0,0.881912,0.66056,0,0,0.749009,BEXPAX_clean,3144.83,4198.654489,0.66056,0.881912,3.6481,26.2816,
2146.91,4932.83,5.28644,8.04962,8.04962,0,0.898617,0.61462,0,0,0.683962,BEXQIF_clean,2146.91,3138.931695,0.61462,0.898617,3.3489,33.3792,
2146.94,4883.74,5.31359,8.04915,8.00625,0,0.880102,0.6154,0,0,0.699237,BEXQOL_clean,2146.94,3070.403883,0.6154,0.880102,3.5344,34.2912,
2145.27,4834.72,5.36514,8.07729,8.07375,0,0.878375,0.61984,0,0,0.705667,BEXQUR_clean,2145.27,3040.059972,0.61984,0.878375,3.6481,34.8384,
2322.37,5257.87,5.64009,8.11263,8.11263,0,1.00149,0.64034,0,0,0.639388,BEXRAY_clean,2322.37,3632.176394,0.64034,1.00149,2.4025,28.272,
2346.96,5132.46,5.54983,8.13134,8.13134,0,0.971486,0.64638,0,0,0.665352,BEXREC_clean,2346.96,3527.396025,0.64638,0.971486,3.5344,34.2912,
2342.67,5075.27,5.60091,8.16514,8.16514,0,0.964148,0.64812,0,0,0.67222,BEXRIG_clean,2342.67,3484.975157,0.64812,0.964148,3.6481,34.8384,
1158.08,2495.39,4.71424,6.49399,6.45917,0,0.369985,0.39616,0,0,1.07075,BEXRUT_clean,1158.08,1081.559654,0.39616,0.369985,3.6481,17.01173333,
1182.79,2653.7,4.72062,6.21678,6.15067,0,0.399891,0.397,0,0,0.992771,BEXSAA_clean,1182.79,1191.40265,0.397,0.399891,2.4025,13.80533333,
1103.93,2547.62,4.26641,6.49176,6.49176,0,0.36234,0.38036,0,0,1.04973,BEXSEE_clean,1103.93,1051.632325,0.38036,0.36234,3.5344,16.74453333,
1757.96,2884.63,4.79422,6.27069,6.26455,0,0.587683,0.5542,0,0,0.943025,BEXSII_clean,1757.96,1864.171151,0.5542,0.587683,3.61,25.63733333,
666.718,1313.33,3.79801,4.28323,4.28323,0,0.212476,0.27734,0,0,1.30528,BEXTUV_clean,666.718,510.7854253,0.27734,0.212476,2.4025,24.738,
0,2531.81,3.67488,4.05512,4.0536,192.567,0,0,0.114214,0.15706,1.37514,BEXVAD_clean,192.567,140.0344692,0.15706,0.114214,3.5344,30.0048,
2221.87,12286.2,6.15688,9.97626,9.95158,0,0.867156,0.67884,0,0,0.782835,BEXVEH_clean,2221.87,2838.235388,0.67884,0.867156,3.61,26.144,
1186.88,2996.56,4.74798,5.61731,5.61731,0,0.297444,0.35092,0,0,1.17978,BEYSEF_clean,1186.88,1006.018071,0.35092,0.297444,3.5344,30.08,
0,957.447,3.18993,4.24131,4.21857,140.984,0,0,0.0630512,0.13204,2.09417,BEZDUH_clean,140.984,67.32213717,0.13204,0.0630512,3.3943,13.508675,
1695.08,1145.41,4.14187,5.50022,5.49971,0,0.286216,0.50302,0,0,1.75748,BEZSIK_clean,1695.08,964.4946173,0.50302,0.286216,4.0804,13.8976,
0,2645.43,3.31702,3.85878,3.85878,8.10403,0,0,0.0156166,0.02062,1.32039,BIBBUL_clean,8.10403,6.137603284,0.02062,0.0156166,2.7225,21.384,
1458.61,34012.9,4.06846,18.4936,18.48482,0,0.60018,0.5988,0,0,0.9977,BIBXIV_clean,1458.61,1461.972537,0.5988,0.60018,3.6481,37.1304,
2020.07,8551.74,7.98654,19.69299,19.69299,0,1.9781,0.81014,0,0,0.409554,BIBXOB_clean,2020.07,4932.365451,0.81014,1.9781,3.6481,37.1304,
0,1355.21,2.807,4.56307,4.55362,241.141,0,0,0.0857908,0.2149,2.50493,POLBAT_clean,241.141,96.26656234,0.2149,0.0857908,3.2761,29.05653333,
681.402,1508.64,3.80804,4.50015,4.49155,0,0.188364,0.3108,0,0,1.64999,POLBIB_clean,681.402,412.973412,0.3108,0.188364,2.6569,22.4288,
0,2945.81,3.58843,4.31477,4.31278,253.143,0,0,0.0739759,0.1775,2.39943,POLBUN_clean,253.143,105.5013066,0.1775,0.0739759,3.2761,34.51066667,
374.015,2907.26,4.95206,5.06326,5.06326,10.8333,0.107229,0.1547,0.00651552,0.0094,1.44271,POLDOK_clean,384.8483,266.7537482,0.1641,0.11374452,3.61,24.624,
400.295,2909.02,4.98067,5.0902,5.0902,3.60893,0.108001,0.15572,0,0,1.44184,POLDUQ_clean,403.90393,280.1308952,0.15572,0.108001,3.61,24.624,
0,858.572,3.57802,4.3281,4.3281,238.659,0,0,0.130801,0.18854,1.44142,POLNAG_clean,238.659,165.5721441,0.18854,0.130801,2.8561,22.5784,
1395.04,11760,11.96507,14.83524,14.83524,151.961,0.416493,0.52594,0.0511885,0.06464,1.26278,POMMAH_clean,1547.001,1225.075627,0.59058,0.4676815,3.4628,24.164,
929.409,1822.26,4.56222,5.67937,5.67937,0,0.292808,0.3269,0,0,1.11643,POMSOB_clean,929.409,832.4830039,0.3269,0.292808,1,20.64,
449.608,2980.38,3.77666,4.5617,4.56065,0,0.0999664,0.23708,0,0,2.3716,PONPOX_clean,449.608,189.5800304,0.23708,0.0999664,3.2761,34.51066667,
1743.55,7612.62,6.20805,7.4772,7.46072,0,0.669823,0.5252,0,0,0.784087,PONSOC_clean,1743.55,2223.669057,0.5252,0.669823,2.4025,26.04,
669.113,2810.04,3.87624,5.87412,5.87412,0,0.122728,0.2804,0,0,2.28472,PORGAE_clean,669.113,292.8643335,0.2804,0.122728,3.3622,25.22666667,
1162.1,4539.51,8.86897,9.41867,9.41275,0,0.374322,0.41176,0,0,1.10001,PORLAL_clean,1162.1,1056.444941,0.41176,0.374322,1.44,35.016,
1339.24,1862.36,6.82741,7.37109,7.37109,0,0.331767,0.46646,0,0,1.40599,PORVID_clean,1339.24,952.5245557,0.46646,0.331767,3.61,34.77,
913.795,1527.9,3.97904,4.67797,4.67797,0,0.332189,0.35224,0,0,1.06036,PORVUO_clean,913.795,861.7780754,0.35224,0.332189,2.7225,21.384,
0,3765.96,3.42889,6.80619,6.79194,759.267,0,0,0.23209,0.26888,1.15852,POSFIO_clean,759.267,655.3766875,0.26888,0.23209,3.61,24.624,
0,2456.48,3.35906,4.73608,4.36534,203.975,0,0,0.0815843,0.10738,1.31618,POSFOU_clean,203.975,154.9750034,0.10738,0.0815843,2.8561,21.9024,
1321.17,2957.42,4.53531,6.19197,6.16887,0,0.387837,0.424,0,0,1.09324,POSGAH_clean,1321.17,1208.490359,0.424,0.387837,2.8561,21.9024,
0,2317.73,2.93509,4.66008,4.66008,179.481,0,0,0.0964459,0.13454,1.39498,POSGEL_clean,179.481,128.6620597,0.13454,0.0964459,2.8561,27.716,
0,1270.95,3.62196,4.90891,4.89268,752.223,0,0,0.249192,0.3367,1.35117,POTNET_clean,752.223,556.7197318,0.3367,0.249192,3.61,26.144,
1957.24,11522,10.79864,14.70007,14.70007,0,1.52686,0.73814,0,0,0.483438,POTREX_clean,1957.24,4048.585341,0.73814,1.52686,3.5344,30.832,
0,2162.87,2.81232,4.522,4.46146,130.733,0,0,0.0781206,0.12308,1.57551,POVXII_clean,130.733,82.97821023,0.12308,0.0781206,2.4025,33.76933333,
0,3015.71,2.5631,4.34256,3.88059,71.0758,0,0,0.016233,0.0592,3.6469,POVZOR_clean,71.0758,19.48937454,0.0592,0.016233,4.946937931,39.20993103,
0,3000.08,2.63192,4.32659,3.87894,73.5252,0,0,0.0207915,0.0744,3.57839,POWBEK_clean,73.5252,20.54700578,0.0744,0.0207915,4.950275862,38.2230069,
0,2993.64,2.60201,4.33651,3.89904,69.2522,0,0,0.0149154,0.0546,3.66064,POWBIO_clean,69.2522,18.91805804,0.0546,0.0149154,4.934137931,39.11503448,
1077.06,11139.9,4.92371,7.97392,7.97391,99.1633,0.344762,0.32894,0.0497009,0.04742,0.954107,POYPAW_clean,1176.2233,1232.8002,0.37636,0.3944629,3.3841,33.636,
2025.73,11579.2,4.82376,11.33641,11.33641,0,0.759951,0.64092,0,0,0.84337,PUBSAH_clean,2025.73,2401.946951,0.64092,0.759951,3.61,26.144,
1860.65,11574.9,4.45603,11.39413,11.39395,0,0.725515,0.59726,0,0,0.823222,PUBSEL_clean,1860.65,2260.204416,0.59726,0.725515,3.61,26.144,
1837.38,11540.2,4.90438,11.35974,11.35974,0,0.64104,0.6022,0,0,0.939411,PUBSIP_clean,1837.38,1955.885124,0.6022,0.64104,3.61,26.144,
1972.87,7794.1,5.84689,6.99715,6.98056,0,0.508347,0.5245,0,0,1.03177,PUDSIR01_clean,1972.87,1912.121888,0.5245,0.508347,1.44,27.828,
1948.74,7608.84,5.37897,6.84685,6.83632,0,0.482469,0.50992,0,0,1.0569,PUDSIR_clean,1948.74,1843.826284,0.50992,0.482469,1.44,27.828,
1962.19,7768.44,5.77219,7.03254,7.03254,0,0.501943,0.52414,0,0,1.04422,PUDSOX_clean,1962.19,1879.096359,0.52414,0.501943,1.44,27.828,
2006.63,7966.59,6.02588,7.08521,7.08155,0,0.538856,0.537,0,0,0.996555,PUDSUD_clean,2006.63,2013.566737,0.537,0.538856,1.2996,26.4366,
0,2337.05,3.29964,4.95108,4.95034,192.714,0,0,0.089857,0.13782,1.53377,PUFNUB_clean,192.714,125.6472613,0.13782,0.089857,1.3689,32.1984,
1515.1,4096.96,4.39318,5.81593,5.81593,0,0.459022,0.45674,0,0,0.99503,PUFRIR_clean,1515.1,1522.667658,0.45674,0.459022,1.44,24.768,
0,2100.24,2.62764,4.99812,4.99812,351.283,0,0,0.154633,0.21258,1.37474,PUFXIZ_clean,351.283,255.5268633,0.21258,0.154633,2.8561,21.9024,
0,2903.48,3.0834,4.50657,4.38751,219.636,0,0,0.125928,0.15696,1.24643,PUFXUL_clean,219.636,176.2120616,0.15696,0.125928,2.8561,27.716,
0,5753.36,2.993,5.58292,4.55976,561.215,0,0,0.183615,0.22844,1.24413,PUGFII_clean,561.215,451.0903201,0.22844,0.183615,2.4025,24.88266667,
0,5753.36,2.94571,5.58453,4.54434,568.468,0,0,0.193325,0.24052,1.24413,PUGHIK_clean,568.468,456.9200968,0.24052,0.193325,2.4025,24.88266667,
0,5753.36,3.19101,4.59881,4.38746,302.88,0,0,0.136335,0.17608,1.29152,PUGHUW_clean,302.88,234.5143707,0.17608,0.136335,2.4025,26.45333333,
0,5753.36,3.01659,5.57469,4.38527,548.795,0,0,0.183663,0.2285,1.24413,PUGJEI_clean,548.795,441.1074405,0.2285,0.183663,2.4025,24.88266667,
1755.57,5697.11,8.66388,9.53093,9.24995,0,0.525639,0.55544,0,0,1.0567,PUGPEO_clean,1755.57,1661.370304,0.55544,0.525639,1.44,28.896,
2248.72,7491.56,8.82837,9.40538,9.39896,0,0.810846,0.6492,0,0,0.800645,PUGSER_clean,2248.72,2808.635538,0.6492,0.810846,2.7225,24.123,
1989.72,7503.68,8.86576,9.50607,9.50607,0,0.682216,0.58946,0,0,0.864037,PUGSOB_clean,1989.72,2302.818051,0.58946,0.682216,2.7225,24.123,
2155.17,7689.21,8.71365,9.30915,9.30507,0,0.766389,0.62964,0,0,0.821567,PUGSUH_clean,2155.17,2623.243144,0.62964,0.766389,2.7225,24.123,
1282.81,3628.6,8.51256,9.07645,9.07645,0,0.397431,0.45274,0,0,1.13917,PUJJEL_clean,1282.81,1126.091804,0.45274,0.397431,1.21,34.056,
1815.5,8580.6,6.18953,7.62791,7.62791,0,0.750829,0.5022,0,0,0.66886,PUJQEQ_clean,1815.5,2714.319888,0.5022,0.750829,3.61,23.104,
2131.96,2725.65,4.14111,6.59798,6.57182,0,0.382563,0.6007,0,0,1.5702,PUKSUL_clean,2131.96,1357.763342,0.6007,0.382563,4.00192,19.08684,
987.489,2973.77,4.86227,6.34308,6.34308,0,0.296869,0.32614,0,0,1.0986,PUKVAU_clean,987.489,898.861278,0.32614,0.296869,3.61,20.26666667,
0,1645.95,2.48463,4.36629,4.34126,55.991,0,0,0.0201599,0.06758,3.35219,PULDOQ_clean,55.991,16.70281219,0.06758,0.0201599,3.945457143,30.20617143,
1428.4,6708.34,4.01215,7.09135,7.09135,0.130415,0.40362,0.43276,0,0,1.0722,PULMIU_clean,1428.530415,1332.335772,0.43276,0.40362,2.7225,24.156,
274.358,3961.35,4.22996,7.80071,5.62381,703.523,0.0892685,0.10936,0.210617,0.25802,1.22507,PUMDIM_clean,977.881,798.2245912,0.36738,0.2998855,3.5344,32.336,
0,11823,3.48614,5.45506,5.07515,630.036,0,0,0.185482,0.21868,1.17898,PUMGIP01_clean,630.036,534.3907445,0.21868,0.185482,2.7233,25.19093333,
320.013,11944.8,3.83462,5.74529,5.73601,408.844,0.0839107,0.09792,0.123312,0.1439,1.16695,PUMGIP_clean,728.857,624.582887,0.24182,0.2072227,2.7233,25.19093333,
1108.04,2171.31,3.98662,5.71977,5.71104,0,0.251731,0.41994,0,0,1.66821,PUMNIV_clean,1108.04,664.2089425,0.41994,0.251731,3.42805,20.5952,
0,2354.58,2.76984,4.82248,4.36575,352.689,0,0,0.164429,0.20818,1.26608,PUNCIL_clean,352.689,278.567705,0.20818,0.164429,2.8561,20.5504,
0,2530.23,3.57988,5.01625,4.9968,397.412,0,0,0.157368,0.2087,1.32619,PUNSIB_clean,397.412,299.6644523,0.2087,0.157368,1.21,30.272,
417.296,3802.81,6.70655,7.11215,7.11215,290.371,0.147413,0.13814,0.121333,0.1137,0.937093,PUPHUE_clean,707.667,755.1726456,0.25184,0.268746,0.8649,12.7968,
0,1284.62,3.19147,3.82607,3.81562,6.35281,0,0,0,0,1.47931,PUPXII01_clean,6.35281,4.294441327,0,0,2.4025,25.42,
0,652.857,2.97043,3.89064,3.89064,20.6588,0,0,0.0297922,0.04336,1.45541,PUPXII_clean,20.6588,14.19448815,0.04336,0.0297922,2.4025,25.42,
0,1553.68,3.16979,3.97311,3.8941,66.6765,0,0,0.0512902,0.10754,2.0967,PUPYAA_clean,66.6765,31.80068679,0.10754,0.0512902,3.3489,34.892,
485.219,6602.83,4.10448,5.15222,5.14703,0,0.115716,0.16406,0,0,1.41779,PUQDOW_clean,485.219,342.2361563,0.16406,0.115716,3.7249,23.4688,
0,1264.98,2.86998,4.23931,4.23931,166.118,0,0,0.0753762,0.10968,1.4551,PUQHEP_clean,166.118,114.1626005,0.10968,0.0753762,3.5344,31.584,
0,1261.47,2.80454,4.11931,4.11931,69.3065,0,0,0.0561762,0.08388,1.49316,PUQHIT_SL,69.3065,46.41599025,0.08388,0.0561762,2.7225,27.72,
182.924,3025.78,5.07421,5.36415,5.36415,197.427,0.0440985,0.06616,0.0754794,0.11324,1.50028,PUQYAC_clean,380.351,253.5200096,0.1794,0.1195779,2.7225,22.704,
1677.37,5520.09,6.16762,8.03037,8.02661,0,0.549832,0.49178,0,0,0.894418,PURJIW_clean,1677.37,1875.375943,0.49178,0.549832,2.7225,19.866,
0,5154.07,3.51841,5.09479,5.0825,657.71,0,0,0.0645146,0.25108,3.89183,PURNEX_clean,657.71,168.9976181,0.25108,0.0645146,5.418861538,42.8672,
0,5710.33,3.41508,4.73361,4.65301,181.6,0,0,0.028659,0.10384,3.6233,PURNIB_clean,181.6,50.1200563,0.10384,0.028659,4.71048,40.27925333,
0,1563.52,3.33782,4.01335,3.83874,29.1534,0,0,0.0211243,0.02652,1.25543,PURQEZ_clean,29.1534,23.22184431,0.02652,0.0211243,2.7225,22.704,
0,9991.78,2.94614,4.99199,4.97757,145.113,0,0,0.0416846,0.05646,1.35446,PURRIE_clean,145.113,107.1371617,0.05646,0.0416846,2.7225,21.384,
1872.41,76714.4,0,0,0,0.114098,1.22103,0.65218,0,0,0.534123,PURSAY_clean,1872.524098,3505.791921,0.65218,1.22103,3.5344,22.6352,
1932.1,77387.5,0,0,0,0,1.38196,0.6757,0,0,0.488942,PURSIG_clean,1932.1,3951.593441,0.6757,1.38196,2.7225,11.352,
0,844.895,3.48673,4.44828,4.44828,261.006,0,0,0.166051,0.2247,1.3532,PURSOK_clean,261.006,192.8805794,0.2247,0.166051,2.7225,22.704,
0,3398.59,3.12069,5.04529,5.04149,351.08,0,0,0.0704347,0.15728,2.23299,PUSRUR_clean,351.08,157.2241703,0.15728,0.0704347,3.7249,11.80608571,
1673.63,1935.83,4.74641,6.07481,6.03797,0,0.439144,0.50634,0,0,1.15301,PUTYEI_clean,1673.63,1451.53121,0.50634,0.439144,3.7249,35.2032,
1094.46,1293.12,5.7142,5.99071,5.99071,0,0.319831,0.37296,0,0,1.16612,PUVJOG_clean,1094.46,938.5483484,0.37296,0.319831,2.6569,33.6432,
1909.09,6983.83,8.03208,9.4503,9.44131,0,0.764629,0.5988,0,0,0.783125,PUWCIT_clean,1909.09,2437.784517,0.5988,0.764629,2.7225,28.38,
1325.85,4836.07,3.92719,5.62914,5.62914,0,0.37575,0.45314,0,0,1.20596,PUWCUF_clean,1325.85,1099.414574,0.45314,0.37575,2.7225,19.866,
2226.47,3262,5.91155,9.00542,9.00542,0,0.825516,0.66512,0,0,0.805702,PUWDAM_clean,2226.47,2763.391428,0.66512,0.825516,2.7225,49.4175,
1769.13,7612.61,6.95777,8.22754,8.22494,0,0.484403,0.5295,0,0,1.0931,PUWDIU_clean,1769.13,1618.452109,0.5295,0.484403,2.7225,24.596,
0,3961.03,3.64569,4.80954,4.72725,519.71,0,0,0.192285,0.24388,1.26832,PUWVAG_clean,519.71,409.7625205,0.24388,0.192285,2.7225,18.546,
0,1662.5,3.58309,4.52797,4.52797,348.73,0,0,0.1145,0.18028,1.5745,PUWXAH_clean,348.73,221.4861861,0.18028,0.1145,2.4025,35.54666667,
0,2821.81,2.70576,3.94407,3.76015,1.84881,0,0,0.00617863,0.00946,1.53108,PUWYAI_clean,1.84881,1.207520182,0.00946,0.00617863,2.320990909,22.58203636,
1062.69,844.046,3.92558,5.69776,5.6607,0,0.314248,0.39908,0,0,1.26995,PUYZUF_clean,1062.69,836.7967243,0.39908,0.314248,2.8561,17.4408,
810.717,1006.93,4.03981,4.83061,4.83061,0,0.252875,0.31422,0,0,1.24259,PUZJOL_clean,810.717,652.4412719,0.31422,0.252875,1.7161,27.0384,
0,6768.88,3.68789,5.73239,5.71092,649.459,0,0,0.184654,0.23748,1.28608,PUZKOM_clean,649.459,504.9911359,0.23748,0.184654,2.7225,27.72,
1057.5,2264.87,4.91819,5.50979,5.49321,0,0.322889,0.36826,0,0,1.14051,PUZKUS_clean,1057.5,927.2167714,0.36826,0.322889,1.7161,22.532,
2296.57,25540,8.39804,15.09144,15.08737,0,1.6197,0.74754,0,0,0.46153,PUZLUS_clean,2296.57,4975.992893,0.74754,1.6197,3.5344,34.2912,
1019.55,1279.24,4.73242,5.31646,5.29756,0,0.248873,0.3894,0,0,1.56466,PYDCUT_clean,1019.55,651.6112127,0.3894,0.248873,3.61,20.919,
0,2367.7,3.2199,4.42544,4.39608,374.712,0,0,0.456128,0.43376,0.950962,QABKIQ_clean,374.712,394.0346723,0.43376,0.456128,0.9604,17.8752,
0,1355.91,2.43417,4.20061,4.19964,157.855,0,0,0.0669374,0.16824,2.51339,QACRES_clean,157.855,62.80561314,0.16824,0.0669374,3.2761,29.70813333,
370.718,2421.41,4.23271,4.90485,4.90165,0,0.115663,0.16492,0,0,1.42586,QADBII_clean,370.718,259.9960725,0.16492,0.115663,3.8416,28.4788,
0,2761.69,3.53305,4.77033,4.76882,500.063,0,0,0.171646,0.26248,1.52919,QADKAH_clean,500.063,327.0116859,0.26248,0.171646,2.6569,22.4288,
427.931,1571.36,4.03482,4.644,4.644,0,0.130566,0.23626,0,0,1.80951,QADWEA_clean,427.931,236.489989,0.23626,0.130566,1.44,28.896,
0,2097.46,3.39709,5.10125,4.70821,476.038,0,0,0.175604,0.32202,1.83379,QADWEY_clean,476.038,259.5924288,0.32202,0.175604,2.7225,22.704,
379.359,1558.12,3.92708,4.58512,4.57664,0,0.123384,0.22794,0,0,1.84741,QADWIE_clean,379.359,205.3464039,0.22794,0.123384,1.44,28.896,
369.306,1540.28,3.95239,4.54229,4.49763,0,0.119125,0.22532,0,0,1.89145,QADWUQ_clean,369.306,195.2502049,0.22532,0.119125,1.4884,29.3776,
0,1276.48,2.72387,4.02876,4.01879,44.4131,0,0,0.142095,0.16542,1.16415,QAGCIN_clean,44.4131,38.15066787,0.16542,0.142095,3.61,23.104,
1833.59,13601.5,10.08472,12.81046,12.79583,0,0.864706,0.6297,0,0,0.728225,QAGDIO_clean,1833.59,2517.889389,0.6297,0.864706,3.61,26.144,
1205.5,15064.6,9.14033,16.48295,16.48295,354.381,0.524152,0.50288,0.137875,0.13228,0.959417,QAGQEW_clean,1559.881,1625.863415,0.63516,0.662027,2.8561,23.2544,
0,2276.72,2.70044,5.38986,5.35071,574.362,0,0,0.110558,0.28292,2.55901,QAJJOB01_clean,574.362,224.4469541,0.28292,0.110558,3.1684,31.5772,
0,2300.25,2.71161,5.4172,4.91153,605.396,0,0,0.111614,0.2827,2.53284,QAJJOB_clean,605.396,239.018651,0.2827,0.111614,3.1684,31.5772,
0,4555.38,2.87226,5.38025,4.98648,560.693,0,0,0.103154,0.26386,2.55792,QAJJUH_clean,560.693,219.1988022,0.26386,0.103154,3.1684,31.5772,
0,2877.27,2.87978,5.03797,5.03797,385.387,0,0,0.128091,0.2258,1.76281,QAJKAO_clean,385.387,218.6208383,0.2258,0.128091,2.6569,29.4378,
