ASA [m^2/cm^3],CellV [A^3],Df,Di,Dif,NASA [m^2/cm^3],POAV [cm^3/g],POAVF,PONAV [cm^3/g],PONAVF,density [g/cm^3],MOFname,total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric,mc_CRY-chi-0-all,mc_CRY-chi-1-all,pure_uptake_CO2_298.00_1600000
0,2939.85,3.62097,4.24125,4.24125,262.515,0,0,0.0781934,0.18588,2.37718,QAJKIV_clean,262.515,110.4312673,0.18588,0.0781934,3.2761,33.20746667,
0,3648.86,3.23981,4.13083,4.11249,77.3123,0,0,0.0531947,0.0745,1.40052,QAKFIU_clean,77.3123,55.20256762,0.0745,0.0531947,2.7225,16.368,
1580.45,1550.1,7.32218,7.81866,7.81866,0,0.509875,0.50932,0,0,0.998911,QALGUH_SL,1580.45,1582.172986,0.50932,0.509875,2.7556,34.2624,
1413.32,15104,4.16213,7.67318,7.67318,0,0.347261,0.4945,0,0,1.424,QALHES_clean,1413.32,992.5,0.4945,0.347261,3.61,23.864,
2014.32,29014.5,5.92348,10.92504,10.86207,0.0867061,0.858722,0.63586,0,0,0.740473,QALHIX_clean,2014.406706,2720.432354,0.63586,0.858722,2.8561,34.8816,
0,997.252,2.83449,3.89192,3.88804,33.0173,0,0,0.0561133,0.08658,1.54295,QALNIA_clean,33.0173,21.39881396,0.08658,0.0561133,0.9025,19.608,
2108.15,8507.78,5.39947,7.07527,6.79315,0,0.666547,0.56158,0,0,0.842522,QALWUV_clean,2108.15,2502.189854,0.56158,0.666547,3.677366667,27.27353333,
2171.06,7441.24,6.14756,11.14892,11.14892,0,0.97613,0.68028,0,0,0.696915,QAMLEY_clean,2171.06,3115.243609,0.68028,0.97613,3.1684,36.0272,
1411.51,5787.64,4.59087,5.82556,5.81673,43.5013,0.419661,0.41578,0.0238203,0.0236,0.990751,QAMVEH01_clean,1455.0113,1468.594329,0.43938,0.4434813,1.2544,30.8224,
0,20381.5,2.45482,6.55458,6.54804,672.026,0,0,0.152976,0.2319,1.51592,QANSUV_clean,672.026,443.312312,0.2319,0.152976,3.61,29.336,
0,5095.88,3.45443,4.75518,4.66797,466.199,0,0,0.158092,0.2247,1.42132,QAPPON_clean,466.199,328.0042496,0.2247,0.158092,3.7249,23.4688,
0,3628.9,3.70884,4.84641,4.83114,555.664,0,0,0.233535,0.2959,1.26705,QAPQEE_clean,555.664,438.5493864,0.2959,0.233535,3.7249,23.4688,
2060.78,21279.1,12.87565,13.97996,13.96876,0.0504946,1.13102,0.6872,0,0,0.607595,QAQMON_clean,2060.830495,3391.783169,0.6872,1.13102,3.61,26.144,
1807.39,9846.34,7.79992,9.00524,9.00524,0,0.650358,0.54386,0,0,0.836247,QAQNOO_clean,1807.39,2161.311192,0.54386,0.650358,3.6227,31.22346667,
1643.37,2789.26,4.64818,6.65732,6.52021,0,0.566577,0.48264,0,0,0.851853,QAQRUW_clean,1643.37,1929.170878,0.48264,0.566577,1.7161,21.02986667,
728.548,1140.21,3.85843,5.24683,5.23776,0,0.223786,0.27334,0,0,1.22144,QAQSAD_clean,728.548,596.4664658,0.27334,0.223786,2.7225,22.704,
0,3019.67,3.58556,5.6311,5.50351,599.27,0,0,0.143633,0.20554,1.43101,QARCET_clean,599.27,418.7741525,0.20554,0.143633,2.7225,25.08,
0,2972.5,3.02862,4.89851,4.89691,108.374,0,0,0.0395885,0.06282,1.58683,QARTAG_clean,108.374,68.29591072,0.06282,0.0395885,2.8561,26.67946667,
0,2330.61,2.87899,4.66531,4.65441,189.972,0,0,0.0648591,0.09838,1.51683,QARTEK_clean,189.972,125.2427761,0.09838,0.0648591,2.8561,31.6368,
0,8305.91,2.41936,5.31946,5.17919,654.629,0,0,0.209966,0.23642,1.12599,QASTUC_clean,654.629,581.3808293,0.23642,0.209966,2.4025,26.784,
0,4898.81,2.42862,4.76499,4.75463,420.969,0,0,0.176473,0.19704,1.11655,QATDEU_clean,420.969,377.026555,0.19704,0.176473,3.6481,36.3664,
0,1042.63,2.68325,4.86697,4.85374,474.26,0,0,0.204404,0.23548,1.15203,QATHIE_clean,474.26,411.6733071,0.23548,0.204404,2.7225,15.708,
1091.31,3551.54,6.48945,9.29834,9.29621,0,0.296858,0.36118,0,0,1.21668,QATHOK_clean,1091.31,896.9572936,0.36118,0.296858,2.8561,32.8536,
622.115,3260.89,3.79672,5.10915,5.10915,284.016,0.182553,0.22212,0.108799,0.13238,1.21674,QATKII_clean,906.131,744.7203182,0.3545,0.291352,1.44,39.144,
625.083,3258.99,3.80722,5.44759,5.43097,324.618,0.174872,0.21538,0.116122,0.14302,1.23164,QATKOO_clean,949.701,771.0865188,0.3584,0.290994,1.21,35.882,
0,6578.51,3.71559,6.38161,6.38161,624.316,0,0,0.282506,0.29208,1.03389,QATVUE_clean,624.316,603.8514736,0.29208,0.282506,3.61,34.656,
1131.58,30374,6.36836,7.14794,7.14653,3.84739,0.268949,0.3294,0.000898128,0.0011,1.22477,QATXIU_clean,1135.42739,927.0535611,0.3305,0.269847128,2.8561,27.90528,
1338.42,2871,9.97355,12.14778,12.14778,0,0.502976,0.5187,0,0,1.03126,QAVBUL_clean,1338.42,1297.849233,0.5187,0.502976,1.21,30.272,
0,1367.64,2.94555,3.85858,3.83538,28.2672,0,0,0.0259891,0.04108,1.58066,QAVDEW_clean,28.2672,17.88316273,0.04108,0.0259891,3.61,24.11733333,
796.828,554.381,4.3707,5.30738,5.28519,0,0.160564,0.28028,0,0,1.74559,QAVPIO_clean,796.828,456.4806169,0.28028,0.160564,2.5921,24.9228,
1033.12,4634.43,7.17292,8.34511,8.34511,3.15971,0.167044,0.35032,0,0,2.09717,QAVPOU_clean,1036.27971,494.1324308,0.35032,0.167044,3.2761,30.61715556,
915.006,2157.01,4.74176,6.3577,6.3577,0,0.291626,0.33378,0,0,1.14455,QAVWAN_clean,915.006,799.4460705,0.33378,0.291626,2.7225,27.72,
2409,2941.79,6.4582,8.86764,8.76206,0,1.10409,0.73238,0,0,0.663333,QAWDID_clean,2409,3631.660116,0.73238,1.10409,2.2193,15.2736,
595.312,4257.96,3.76875,5.34571,5.30515,74.2551,0.160336,0.24676,0.0307728,0.04736,1.53902,QAWPIO_clean,669.5671,435.060688,0.29412,0.1911088,2.767033333,25.22346667,
0,1502.62,3.52572,4.54212,4.54212,351.492,0,0,0.090953,0.16872,1.85502,QAWREM_clean,351.492,189.481515,0.16872,0.090953,1.44,35.844,
0,1462.84,3.36056,4.27254,4.26795,168.483,0,0,0.0596866,0.12582,2.10801,QAWROW_clean,168.483,79.92514267,0.12582,0.0596866,1.21,30.283,
0,3938.27,2.63814,4.92382,4.92363,219.053,0,0,0.0886049,0.16662,1.88048,QAXQUB_clean,219.053,116.4878116,0.16662,0.0886049,3.3489,36.83424,
946.61,3531.87,5.08562,5.50168,5.49191,0,0.306407,0.331,0,0,1.08026,QEBGAH_clean,946.61,876.2797845,0.331,0.306407,3.5344,30.832,
1162.37,3734.23,4.84553,6.08453,6.08453,0,0.370536,0.37792,0,0,1.01993,QEBGEL_clean,1162.37,1139.656643,0.37792,0.370536,3.5344,24.3648,
2284.61,22984.4,5.95474,9.81773,9.77378,0,0.897452,0.61576,0,0,0.68612,QEBKUF_SL,2284.61,3329.752813,0.61576,0.897452,2.7225,26.488,
668.919,3914.43,4.86842,6.2895,6.2895,38.4073,0.195245,0.25216,0.0346418,0.04474,1.2915,QEFNAQ_clean,707.3263,547.6781262,0.2969,0.2298868,3.61,23.104,
0,9431.62,3.49325,5.21452,5.21452,297.695,0,0,0.0919852,0.11946,1.29869,QEGHEP_clean,297.695,229.2271443,0.11946,0.0919852,3.548366667,32.5586,
0,1606.19,3.44834,5.79435,5.51643,829.779,0,0,0.23647,0.33598,1.42081,QEJYIP_clean,829.779,584.0182713,0.33598,0.23647,2.8561,21.2264,
0,945.689,3.13884,5.1388,4.9463,696.019,0,0,0.186697,0.29624,1.58675,QEKLID01_clean,696.019,438.6443989,0.29624,0.186697,2.8561,27.13013333,
0,942.5,3.15373,5.12126,5.09698,684.275,0,0,0.18162,0.28916,1.59211,QEKLID_clean,684.275,429.7912833,0.28916,0.18162,2.8561,27.13013333,
1058.05,6021.6,3.91744,6.00756,6.00756,22.4523,0.354016,0.32936,0.0179072,0.01666,0.930353,QEPZOB_clean,1080.5023,1161.389602,0.34602,0.3719232,3.61,22.952,
0,3992.02,3.59052,6.23685,6.23393,1199.9,0,0,0.41957,0.40316,0.96089,QERWAL_clean,1199.9,1248.738149,0.40316,0.41957,3.6481,37.38506667,
0,702.921,3.54145,4.40066,4.40066,219.366,0,0,0.135018,0.19632,1.45403,QERZUI01_clean,219.366,150.8675887,0.19632,0.135018,3.61,24.624,
0,321.036,2.79127,4.25105,4.25105,139.842,0,0,0.0724891,0.19032,2.6255,QESLIK_clean,139.842,53.26299752,0.19032,0.0724891,3.1684,36.7392,
1024.12,1640.16,4.69389,6.6747,6.6747,0,0.16117,0.3313,0,0,2.0556,QESLOQ_clean,1024.12,498.2097684,0.3313,0.16117,3.1684,33.6776,
0,2698.06,2.93764,4.40312,4.394,465.479,0,0,0.149856,0.2958,1.97389,QESRAI_clean,465.479,235.8181054,0.2958,0.149856,2.7225,22.704,
1350.64,1403.49,4.79138,6.89128,6.89128,0,0.353419,0.43532,0,0,1.23174,QETCUO_clean,1350.64,1096.530112,0.43532,0.353419,1.44,20.64,
472.112,2411.04,3.94029,4.71244,4.71244,0,0.113062,0.21102,0,0,1.86641,QEVKOS_clean,472.112,252.9519237,0.21102,0.113062,4.2632,21.77306667,
872.389,8081.67,4.97206,6.85219,6.75958,15.6469,0.201154,0.28502,0.0131694,0.01866,1.41693,QEWDON_clean,888.0359,626.7323721,0.30368,0.2143234,2.7225,19.866,
0,1804.81,3.16132,4.41553,4.41553,350.026,0,0,0.141365,0.29642,2.09685,QEZYUR_clean,350.026,166.9294418,0.29642,0.141365,1.3689,42.2604,
0,4253.72,3.32799,4.67652,4.66846,265.937,0,0,0.0982978,0.17418,1.77196,QEZZIF_clean,265.937,150.0807016,0.17418,0.0982978,4.39384,37.7408,
0,4355.18,3.45747,6.25588,6.04611,669.748,0,0,0.144151,0.24948,1.73068,QEZZOL_clean,669.748,386.9854624,0.24948,0.144151,4.39384,37.7408,
0,2474.22,3.16299,4.98799,4.98269,687.519,0,0,0.276907,0.28974,1.04634,QIDDAI01_clean_h,687.519,657.0703595,0.28974,0.276907,2.8561,20.5504,
0,2477.21,3.16561,5.0417,5.0417,769.659,0,0,0.304982,0.3177,1.0417,QIDDAI02_clean,769.659,738.8489968,0.3177,0.304982,2.8561,20.5504,
0,2474.22,3.07469,5.06102,5.02911,642.749,0,0,0.267481,0.28042,1.04837,QIDDAI_clean_h,642.749,613.0936597,0.28042,0.267481,2.8561,20.5504,
1757.33,4722.93,4.23558,5.14127,5.11201,0,0.23026,0.531,0,0,2.30609,QIGBIR_clean,1757.33,762.0387756,0.531,0.23026,3.308125,21.87375,
1637.52,3312.06,8.74819,9.72743,9.72743,0,0.601017,0.52118,0,0,0.867164,QIHXIQ_clean,1637.52,1888.362524,0.52118,0.601017,2.7225,22.044,
2145.72,5008.17,5.26641,8.05446,8.05325,0,0.909921,0.6108,0,0,0.671267,QIJLAW_clean,2145.72,3196.522397,0.6108,0.909921,2.4025,28.272,
0,1046.61,2.71915,4.98635,4.96637,430.591,0,0,0.274561,0.33456,1.21853,QINSUD01_clean,430.591,353.3692236,0.33456,0.274561,2.4025,31.992,
0,1047.96,2.7309,5.06379,5.05324,485.444,0,0,0.282,0.33958,1.20418,QINSUD_clean,485.444,403.1324221,0.33958,0.282,2.4025,31.992,
742.537,3218.33,4.70307,5.97055,5.97055,0,0.198119,0.24268,0,0,1.22492,QIQTAN_clean,742.537,606.1922411,0.24268,0.198119,3.6481,36.57013333,
0,3540.12,2.47884,4.47714,4.47703,194.009,0,0,0.0624184,0.10794,1.7293,QIQVIX_clean,194.009,112.1893252,0.10794,0.0624184,2.8561,28.36946667,
1655.42,7860.19,4.33786,8.62906,8.62906,0,0.420189,0.53798,0,0,1.28033,QIQZIB_clean,1655.42,1292.963533,0.53798,0.420189,3.61,27.398,
0,7862.01,2.41396,4.95164,4.95164,301.527,0,0,0.0907824,0.15182,1.67235,QIRBUQ_clean,301.527,180.3013723,0.15182,0.0907824,2.8561,27.716,
1237.19,2142.42,3.89356,5.03603,5.03603,0,0.318999,0.43024,0,0,1.34872,QIRWAR_clean,1237.19,917.3067798,0.43024,0.318999,3.61,24.928,
1052.63,1246.22,4.28089,6.80431,6.76896,0,0.264473,0.3806,0,0,1.43909,QIRYAS_clean,1052.63,731.4552947,0.3806,0.264473,3.5344,38.90346667,
0,2560.1,3.16501,3.99458,3.97662,31.6576,0,0,0.063589,0.08106,1.27475,QISJEJ_clean,31.6576,24.83435968,0.08106,0.063589,2.8561,30.8256,
0,1146.14,3.39137,4.53693,4.51316,126.124,0,0,0.0764718,0.11546,1.50984,QISKIN_clean,126.124,83.53467917,0.11546,0.0764718,1.6516,19.1024,
2567.58,2930.03,5.39635,6.86275,6.82883,0,0.633388,0.6711,0,0,1.05954,QISNAJ_clean,2567.58,2423.296902,0.6711,0.633388,2.8561,20.111,
2546.91,2975.73,5.39558,6.73584,6.7159,0,0.580784,0.66354,0,0,1.14249,QISNEN_clean,2546.91,2229.262401,0.66354,0.580784,2.8561,19.942,
2578.25,3045.76,5.45743,6.57248,6.53468,0,0.53988,0.65796,0,0,1.21872,QISNIR_clean,2578.25,2115.539254,0.65796,0.53988,2.8561,19.6885,
0,2180.36,2.5965,4.70587,4.70195,130.686,0,0,0.0383648,0.0671,1.749,QISRIV_clean,130.686,74.72041166,0.0671,0.0383648,5.09184,35.85792,
0,5935.08,2.64369,5.30487,5.2651,464.542,0,0,0.152045,0.21036,1.38354,QISVAQ_clean,464.542,335.7633317,0.21036,0.152045,3.61,18.848,
0,5989.14,2.65989,5.34851,5.33539,509.815,0,0,0.157939,0.21672,1.37217,QISVEU_clean,509.815,371.5392408,0.21672,0.157939,3.61,18.848,
0,2437.86,3.02405,4.86214,4.86214,224.282,0,0,0.0786158,0.10514,1.33739,QITDEE_clean,224.282,167.7012689,0.10514,0.0786158,2.8561,33.8676,
0,4469.88,2.45787,4.34679,4.34679,158.583,0,0,0.054794,0.07644,1.39504,QITDII_clean,158.583,113.6763104,0.07644,0.054794,2.4025,26.04,
0,15236.3,3.70593,4.51149,4.50621,217.152,0,0,0.068442,0.10984,1.60486,QITDOO_clean,217.152,135.3089989,0.10984,0.068442,1.21,36.3715,
1010.44,1963.43,4.09777,5.33833,5.33833,0,0.33097,0.33866,0,0,1.02323,QITXAU_clean,1010.44,987.5003665,0.33866,0.33097,2.7225,27.06,
920.902,857.899,3.86932,5.05446,5.05446,0,0.250364,0.3461,0,0,1.38238,QITYOI_clean,920.902,666.1713856,0.3461,0.250364,1.2769,33.9791,
0,3020.92,2.45085,5.36245,5.36245,368.954,0,0,0.104827,0.12612,1.20312,QITZIE_clean,368.954,306.6643394,0.12612,0.104827,3.6481,31.324,
0,1867.32,2.49303,4.17898,4.10202,37.7421,0,0,0.0556464,0.0761,1.36756,QIVBUT_clean,37.7421,27.59813098,0.0761,0.0556464,3.1025,39.4213,
645.592,20270,3.96258,5.96532,5.96532,0,0.205073,0.22296,0,0,1.08722,QIVQAP_clean,645.592,593.8007027,0.22296,0.205073,1.8172,14.53056,
297.576,2038.51,3.7868,4.21696,4.20902,0,0.142264,0.17972,0,0,1.26329,QIVYUR_clean,297.576,235.5563647,0.17972,0.142264,2.7225,21.384,
0,4761.62,2.6083,5.08249,4.77531,491.197,0,0,0.138375,0.17132,1.23808,QIVZEC_clean,491.197,396.7409214,0.17132,0.138375,2.7225,27.06,
1451.41,3359.43,6.37424,7.90536,7.89587,0,0.522804,0.46402,0,0,0.88756,QIWCOQ_clean,1451.41,1635.280995,0.46402,0.522804,3.61,24.624,
532.948,1331.04,4.06699,4.59203,4.58575,0,0.119646,0.18554,0,0,1.55074,QIWDOR_clean,532.948,343.673343,0.18554,0.119646,3.61,24.624,
0,8885.47,3.59777,4.95412,4.40809,232.45,0,0,0.06401,0.09674,1.51133,QIWGOU_clean,232.45,153.8049268,0.09674,0.06401,2.215,25.35866667,
0,5587.25,3.57497,6.23289,6.23289,737.984,0,0,0.212106,0.29776,1.40383,QIWHEL_clean,737.984,525.693282,0.29776,0.212106,3.352075,27.4728,
1315.64,921.159,5.53647,6.87756,6.83784,0,0.366589,0.43336,0,0,1.18214,QIWPET_clean,1315.64,1112.930787,0.43336,0.366589,1.7161,23.43328,
2409.36,5442,4.39633,6.44452,6.26218,0,0.693441,0.58862,0,0,0.848839,QIWQES_clean,2409.36,2838.418122,0.58862,0.693441,3.61,24.624,
1205.49,3127.14,4.53621,5.40564,5.32703,0,0.286508,0.38222,0,0,1.33406,QIXNES_clean,1205.49,903.6250244,0.38222,0.286508,1.4884,23.0824,
1165.36,3092.21,4.51343,5.3327,5.26398,0,0.223676,0.37706,0,0,1.68575,QIXNIW_clean,1165.36,691.300608,0.37706,0.223676,1.5376,23.4608,
2814.04,4185.11,5.04155,7.54214,7.54214,0,1.17778,0.71528,0,0,0.607311,QIXSOG01_clean,2814.04,4633.606175,0.71528,1.17778,3.00625,19.912,
2811.05,4179.77,5.04263,7.51562,7.51562,0,1.17556,0.71484,0,0,0.608086,QIXSOG_clean,2811.05,4622.783619,0.71484,1.17556,3.00625,19.912,
0,6820.02,3.02335,4.96943,4.9628,442.701,0,0,0.151392,0.17358,1.14656,QIYCAE_clean,442.701,386.1123709,0.17358,0.151392,3.7249,23.4688,
0,6828.29,2.92143,5.0543,5.0543,307.94,0,0,0.133688,0.15362,1.14909,QIYCIM_clean,307.94,267.9859715,0.15362,0.133688,3.7249,23.4688,
1698.36,52812.6,13.57926,22.00141,22.00141,0,2.75713,0.8361,0,0,0.303251,QIYDAF01_clean,1698.36,5600.509149,0.8361,2.75713,3.61,26.144,
1787.15,80939.1,10.45655,21.60142,21.48099,0,1.93596,0.76614,0,0,0.395741,QIYDIN01_clean,1787.15,4515.95867,0.76614,1.93596,3.61,26.144,
1342.42,40516.2,15.02249,29.975,29.94597,0,4.56146,0.90154,0,0,0.197643,QIYDIN_clean,1342.42,6792.145434,0.90154,4.56146,3.61,26.144,
1369.93,40223.3,17.06364,19.81856,19.63981,0,4.20846,0.8921,0,0,0.211978,QIYDOT_clean,1369.93,6462.60461,0.8921,4.20846,3.61,28.06933333,
0,7603.7,3.48851,7.79609,7.69085,1263.85,0,0,0.409021,0.45092,1.10244,QOBGEV_clean,1263.85,1146.411596,0.45092,0.409021,2.7225,22.704,
923.147,2611.2,5.1846,5.93944,5.93944,0,0.179418,0.30118,0,0,1.67865,QOBPEE_clean,923.147,549.9341733,0.30118,0.179418,2.4649,21.6032,
0,1060.02,2.92267,4.69819,4.42594,327.397,0,0,0.137606,0.27654,2.00966,QOBWEJ01_clean,327.397,162.9116368,0.27654,0.137606,2.7225,22.704,
0,1299.67,3.06253,4.6196,4.50511,269.09,0,0,0.111268,0.22826,2.05144,QOBWIN01_clean,269.09,131.1712748,0.22826,0.111268,2.7225,21.5688,
920.643,2641.46,5.2779,5.62714,5.62444,0,0.17858,0.29634,0,0,1.65942,QOCBUH_clean,920.643,554.798062,0.29634,0.17858,2.4649,21.6032,
1175.54,918.663,4.21505,5.79442,5.67699,0,0.290215,0.40528,0,0,1.39648,QOCSAD_clean,1175.54,841.7879239,0.40528,0.290215,1.2544,26.9696,
1073.81,899.06,4.12503,5.70812,5.70669,0,0.273963,0.3951,0,0,1.44217,QOCSEH_clean,1073.81,744.5793492,0.3951,0.273963,1.2996,27.4512,
0,8498.27,3.63732,7.03734,6.81502,816.975,0,0,0.211676,0.27808,1.31371,QODHUO02_clean,816.975,621.8838252,0.27808,0.211676,3.7249,17.6016,
834.659,8378.61,3.79079,7.01529,6.93658,0,0.205378,0.27366,0,0,1.33247,QODHUO03_clean,834.659,626.3998439,0.27366,0.205378,3.7249,17.6016,
833.458,8398.5,3.77448,7.03774,7.02406,0,0.204391,0.2717,0,0,1.32931,QODHUO07_clean,833.458,626.9854285,0.2717,0.204391,3.7249,17.6016,
829.602,8341.17,3.79821,7.01033,6.71706,0,0.20464,0.2739,0,0,1.33845,QODHUO10_clean,829.602,619.8229295,0.2739,0.20464,3.7249,17.6016,
830.077,8352.74,3.80896,7.01042,7.01042,0,0.207871,0.27784,0,0,1.3366,QODHUO11_clean,830.077,621.0362113,0.27784,0.207871,3.7249,17.6016,
829.765,8348.02,3.78553,7.0091,6.96501,0,0.203013,0.2715,0,0,1.33735,QODHUO12_clean,829.765,620.4546304,0.2715,0.203013,3.7249,17.6016,
835.426,4182.64,3.80696,7.01702,7.00767,0,0.211345,0.28206,0,0,1.33459,QODHUO_clean,835.426,625.9795143,0.28206,0.211345,3.7249,17.6016,
843.852,8488.56,3.79599,7.05519,7.05519,0,0.209883,0.27604,0,0,1.31521,QODPOQ_clean,843.852,641.6100851,0.27604,0.209883,3.7249,17.6016,
0,8516.61,3.67099,7.07208,6.8397,827.849,0,0,0.210363,0.27576,1.31088,QODQEH_clean,827.849,631.5215733,0.27576,0.210363,3.7249,17.6016,
0,8456.81,3.67551,7.02333,7.01098,818.131,0,0,0.209295,0.2763,1.32015,QODSUZ_clean,818.131,619.7257887,0.2763,0.209295,3.7249,17.6016,
830.937,8365.1,3.82948,7.02313,7.02313,0,0.209572,0.2797,0,0,1.33462,QOFBIY01_clean,830.937,622.6019391,0.2797,0.209572,3.7249,17.6016,
833.346,8382.07,3.83288,7.03275,6.97007,0,0.210058,0.27978,0,0,1.33192,QOFBIY02_clean,833.346,625.6727131,0.27978,0.210058,3.7249,17.6016,
837.76,8354.59,3.82362,7.01606,7.01166,0,0.209115,0.27944,0,0,1.3363,QOFBIY_clean,837.76,626.9250917,0.27944,0.209115,3.7249,17.6016,
853.642,8391.4,3.82338,7.04297,6.39811,0,0.210682,0.2803,0,0,1.33044,QOFCAR_clean,853.642,641.6238237,0.2803,0.210682,3.7249,17.6016,
835.239,8411.2,3.82805,7.0406,6.69231,0,0.209055,0.27748,0,0,1.32731,QOFCEV_clean,835.239,629.2719862,0.27748,0.209055,3.7249,17.6016,
843.171,8426.75,3.83129,7.04341,7.04341,0,0.209607,0.2777,0,0,1.32486,QOFCIZ_clean,843.171,636.4227164,0.2777,0.209607,3.7249,17.6016,
842.635,8436.5,3.80353,7.02932,6.95953,0,0.207885,0.2751,0,0,1.32333,QOFCOF_clean,842.635,636.7534931,0.2751,0.207885,3.7249,17.6016,
846.782,8437.03,3.81631,7.03553,6.62205,0,0.207898,0.2751,0,0,1.32324,QOFDAS_clean,846.782,639.930776,0.2751,0.207898,3.7249,17.6016,
847.16,8457.25,3.79465,7.03046,6.67736,0,0.208972,0.27586,0,0,1.32008,QOFDEW_clean,847.16,641.7489849,0.27586,0.208972,3.7249,17.6016,
837.507,8484.2,3.75403,7.07034,6.95065,0,0.209243,0.27534,0,0,1.31589,QOFDIA01_clean,837.507,636.4566947,0.27534,0.209243,3.7249,17.6016,
827.671,8367.42,3.77871,7.01083,7.01082,0,0.203575,0.27162,0,0,1.33425,QOFDIA02_clean,827.671,620.3267753,0.27162,0.203575,3.7249,17.6016,
828.176,8379.21,3.76639,7.02821,6.3281,0,0.203471,0.2711,0,0,1.33237,QOFDIA03_clean,828.176,621.5810923,0.2711,0.203471,3.7249,17.6016,
0,8431.52,3.71089,7.01624,6.63696,831.149,0,0,0.205029,0.27148,1.32411,QOFDIA06_clean,831.149,627.7038917,0.27148,0.205029,3.7249,17.6016,
0,8433.89,3.71586,7.02954,6.81532,839.111,0,0,0.205026,0.2714,1.32374,QOFDIA07_clean,839.111,633.8941182,0.2714,0.205026,3.7249,17.6016,
0,8441.19,3.71306,7.02793,6.69058,829.442,0,0,0.20537,0.27162,1.32259,QOFDIA08_clean,829.442,627.1346373,0.27162,0.20537,3.7249,17.6016,
843.627,8491.06,3.80398,7.0591,6.7607,0,0.210066,0.2762,0,0,1.31482,QOFDIA_clean,843.627,641.6292724,0.2762,0.210066,3.7249,17.6016,
841.661,8483.18,3.79902,7.06378,6.71051,0,0.209187,0.2753,0,0,1.31604,QOFDOG_clean,841.661,639.5405915,0.2753,0.209187,3.7249,17.6016,
834.321,2265.61,4.62006,5.30234,5.27677,0,0.25558,0.3352,0,0,1.31152,QOFKUT_clean,834.321,636.1481335,0.3352,0.25558,3.61,24.624,
2285.7,2990.58,6.44372,9.67197,9.67197,0,0.926765,0.71474,0,0,0.77122,QOFLAA_clean,2285.7,2963.745753,0.71474,0.926765,3.61,24.624,
1539.02,3040.73,4.70685,5.80282,5.79578,0,0.136788,0.46912,0,0,3.42955,QOFPAE_clean,1539.02,448.7527518,0.46912,0.136788,1.9044,27.30192,
1006.66,32212.7,4.86083,12.64784,12.64784,0,0.338134,0.33504,0,0,0.990851,QOGPIM_clean,1006.66,1015.954972,0.33504,0.338134,2.7225,21.60738462,
0,2753.98,2.71489,4.96309,4.94306,352.175,0,0,0.109733,0.22198,2.02292,QOGZET_clean,352.175,174.0924011,0.22198,0.109733,3.2761,32.6886,
0,4265.45,2.79601,3.99648,3.98656,51.4177,0,0,0.0357596,0.04246,1.18737,QOHTOX_clean,51.4177,43.30385642,0.04246,0.0357596,3.5344,37.2992,
791.506,2256.29,5.81143,6.67584,6.67584,0,0.228343,0.25628,0,0,1.12235,QOHTUD_clean,791.506,705.2220787,0.25628,0.228343,3.5344,24.3648,
877.982,4359.21,4.25652,5.66796,5.66796,0,0.205697,0.29486,0,0,1.43346,QOHYET_clean,877.982,612.4914542,0.29486,0.205697,1.2544,30.8224,
0,2713.24,2.52436,3.81153,3.7865,1.4041,0,0,0.00641757,0.01034,1.6112,QOJBUN_clean,1.4041,0.871462264,0.01034,0.00641757,3.7249,10.55066667,
1539.18,3169.54,4.09157,5.80501,5.4799,0,0.434687,0.50668,0,0,1.16562,QOJKAB_clean,1539.18,1320.481804,0.50668,0.434687,2.7225,22.704,
1055.07,3301.49,4.07072,4.99075,4.98875,0,0.283349,0.39406,0,0,1.39072,QOJTUE_clean,1055.07,758.6501956,0.39406,0.283349,3.61,21.66,
1060.79,1653.86,4.07489,5.27687,5.26218,0,0.284532,0.39496,0,0,1.3881,QOJVAM_clean,1060.79,764.2028672,0.39496,0.284532,3.61,21.66,
298.281,1148.64,3.85554,4.30865,4.26496,0,0.0711381,0.122,0,0,1.71497,QOKCID_clean,298.281,173.9278238,0.122,0.0711381,2.7225,22.704,
0,1151.69,3.41758,4.41255,4.32307,278.145,0,0,0.1228,0.24264,1.9759,QOKKAE_clean,278.145,140.7687636,0.24264,0.1228,1.21,20.592,
387.554,1325.04,3.97053,4.18106,4.18106,0,0.136524,0.25038,0,0,1.83396,QOLVET_clean,387.554,211.3208576,0.25038,0.136524,2.5921,22.1536,
1004.66,864.678,4.27265,5.73732,5.65548,0,0.224336,0.35206,0,0,1.56934,QOMDUS_clean,1004.66,640.1799483,0.35206,0.224336,2.7225,24.9744,
1735.91,4174.64,4.79223,6.23329,6.23329,0,0.543186,0.51956,0,0,0.956504,QOMFEE_clean,1735.91,1814.848657,0.51956,0.543186,2.7225,27.72,
1945.72,3014.94,4.8393,5.91598,5.90444,0,0.5745,0.54374,0,0,0.946458,QOMRUH_clean,1945.72,2055.791171,0.54374,0.5745,3.61,30.80533333,
2035.89,3124.23,5.19194,6.28295,6.16876,0,0.617551,0.56404,0,0,0.913349,QOMSAO_clean,2035.89,2229.038407,0.56404,0.617551,3.61,30.80533333,
1805.65,3004.73,4.848,5.8822,5.86939,0,0.561688,0.53342,0,0,0.949674,QOMSES_clean,1805.65,1901.336669,0.53342,0.561688,3.61,30.80533333,
